,ID,Author ID,Tweet,Date,Brand
54,1636167502538350594,1599571220550254593,"15 MARCH 2023

Dior Exclusive
-=-=-=-

LA Clippers ML (-150)
2u

#sports #sportsbetting #sportspicks",2023-03-16 00:48:25+00:00,Dior
55,1636167461601959936,840273380695801856,"Mercury was the Roman god of financial gain, commerce, eloquence, messages, communications, travelers, boundaries, luck, trickery, and thieves.

In Greece he was known as Hermes, hence the helmet's similarity to Kelly-087's HERMES armor in Halo 5. https://t.co/x3gQDJ3UMX",2023-03-16 00:48:16+00:00,GUCCI
56,1636167446506684419,325241310,@CantBanTheJman Yea we Gucci. I know we in good position still. But man the rotation might not be as good tho. We ain rotate that much last season &amp; that’s why Boobie had over 200 Carries,2023-03-16 00:48:12+00:00,GUCCI
57,1636167412230832129,1609704526902165506,"“She a Gangster want Gucci, that’s GG, Chanel on the purse, that’s CC.”      - 🐐",2023-03-16 00:48:04+00:00,Chanel
58,1636167403238223872,1215048067080163328,Gucci next🔜 https://t.co/w6tDSqSkq3,2023-03-16 00:48:02+00:00,GUCCI
59,1636167315707371521,1363722904513503233,Dior’s first fashion show in India; will it have Indian models? https://t.co/a2l4Ahieom,2023-03-16 00:47:41+00:00,Dior
60,1636167278340485120,1572719490936475648,@braden_dior Hope everything's alright,2023-03-16 00:47:32+00:00,Dior
61,1636167209914634240,1428028173728378887,@OkkulonOfficial Ash hollywood and cloe surreal Please.. pair them or chanel preston and cloe God bless,2023-03-16 00:47:16+00:00,Chanel
62,1636167174846033920,1465234564414984192,"@voguebusiness A charming presence at Paris Fashion Week. Dior ambassador in China, Xin Liu, surely made a statement at the Dior A/W 2023-24 RTW runway show!",2023-03-16 00:47:07+00:00,Dior
63,1636167165702283265,1071793819711127552,"Played Dior by Pop Smoke March 15, 2023 at 07:38PM https://t.co/YpZpDIsuli
#newmusic #workmusic $100 sign on bonus. This is extra money you're going to get when you complete your shift on top of your regular pay
➡️ https://t.co/W4mz2A5cP2 ⬅️⏯️ or call 813-694-8972 in the US 
G…",2023-03-16 00:47:05+00:00,Dior
64,1636167160555864064,1071793819711127552,"Played Dior by Pop Smoke March 15, 2023 at 06:03PM https://t.co/YpZpDIsuli
#newmusic #workmusic $100 sign on bonus. This is extra money you're going to get when you complete your shift on top of your regular pay
➡️ https://t.co/W4mz2A5cP2 ⬅️⏯️ or call 813-694-8972 in the US 
G…",2023-03-16 00:47:04+00:00,Dior
65,1636167125575532544,1350535393284771840,Check out this listing I just added to my #Poshmark closet: Gucci Wool Printed Purple Narrow Scarf. https://t.co/xHVBHRKQOa #shopmycloset @poshmarkapp,2023-03-16 00:46:55+00:00,GUCCI
66,1636167061247500289,1614655210701586435,"Louis Vuitton Vegeta Dragon Ball Luxury Brand Premium Yeezy Sneaker For Men Women
https://t.co/pK4YHOm2WF",2023-03-16 00:46:40+00:00,Louis Vuitton
67,1636167060081496065,1564633037966495745,"Louis Vuitton Vegeta Dragon Ball Luxury Brand Premium Yeezy Sneaker For Men Women
https://t.co/EDl3OWDQli",2023-03-16 00:46:40+00:00,Louis Vuitton
68,1636167047045607425,1380011914625904643,GUCCI tote bag GG pattern canvas Abbey line A4 storage possible from Japan https://t.co/iW1dVZc0cv eBay https://t.co/eElZMRpWcv,2023-03-16 00:46:37+00:00,GUCCI
69,1636167027890028544,3296865314,Now playing We Be Steady Mobbin' by Lil' Wayne ft. Gucci Mane!,2023-03-16 00:46:32+00:00,GUCCI
70,1636166965298446336,1545315357212438528,"Discover your Gucci style
Up to 40% off rare luxury pieces.
https://t.co/aSmiTSju2A",2023-03-16 00:46:17+00:00,GUCCI
71,1636166922768097280,1460785475850022920,@_grannymia Gucci tenis shoes running from your issues,2023-03-16 00:46:07+00:00,GUCCI
72,1636166905483362304,3097465311,"@trazer101 i got 100 bits and a gift sub to show em on stream, so we gucci out here",2023-03-16 00:46:03+00:00,GUCCI
73,1636166843890122752,1541436860991475712,I feel like I’m Gucci Mane in 2006,2023-03-16 00:45:48+00:00,GUCCI
74,1636166843705577474,1397795384337080320,"So proud of our Dior Ambassador Liu Yuxin 
#XINLiu  #LiuYuxin https://t.co/lV4UlTcqOV",2023-03-16 00:45:48+00:00,Dior
75,1636166780086362112,1045289632257265664,@_EmaniMilan Chanel chance a classic of course every female should have that one 🥰,2023-03-16 00:45:33+00:00,Chanel
76,1636166650742427648,1584219585200508929,"@thinkoftaka @gozenichiji it was very gender neutral imo, kinda between feminine and masculine. it smelt like kinda floral but it had a spice kick… if like if gucci flora and dior suavage had a baby. it had to be one of those ph pheromone boosting scents fr😭 bc aint no way",2023-03-16 00:45:02+00:00,Dior
77,1636166647152013312,891448806247604224,"*March Madness Pass*

Round 1: 12+ picks

30+ picks total including a Play of the Week💰 

All Access March Madness $149; https://t.co/VPIIYlKu9k https://t.co/tfmK9lFWLV",2023-03-16 00:45:01+00:00,GUCCI
78,1636166646644523008,1639161138,@Hermes__Dice Nice dnd art!,2023-03-16 00:45:01+00:00,GUCCI
79,1636166645248040962,1454482598428741634,"@againstgrmrs @CaptainWaffless that's a dope logo, reminds me of the Gucci logo.",2023-03-16 00:45:01+00:00,GUCCI
80,1636166573705555968,336261978,"@martymarr___ Okay perfect I like to ask ppl their preference first, I wanted to try that new good girl. You like Chanel chance?",2023-03-16 00:44:44+00:00,Chanel
81,1636166531435446272,1446995659924688897,"@ScottLEOWarrior Na mainnn 

You Gucci 💯💯💯

I understand Britt text🤣🤣🤣🤣",2023-03-16 00:44:34+00:00,GUCCI
82,1636166487114145794,587462523,@MariaBella444 That would be black woman. Funny thing is there’s rumors about Anya and Dior but folks came for Zendaya’s neck.,2023-03-16 00:44:23+00:00,Dior
83,1636166469494136832,1434906026336141312,Dior boy                              Celine boy https://t.co/CnFGAqgQWx,2023-03-16 00:44:19+00:00,Dior
84,1636166329735553024,776967203010654208,@Gucci_Gotch Don’t want that anyway,2023-03-16 00:43:46+00:00,GUCCI
85,1636166322550652929,1452687085647839233,Dior boy               VS            Celine boy https://t.co/UpbcuzAeaB,2023-03-16 00:43:44+00:00,Dior
86,1636166321304903681,1609078508654923778,Ivan been dead since that Gucci gang song fucking snitch,2023-03-16 00:43:44+00:00,GUCCI
87,1636166318213959680,1607782552684883969,Check out this listing I just added to my #Poshmark closet: Louis Vuitton Scarf head wrap. https://t.co/b9zbpI6Soo #shopmycloset @poshmarkapp,2023-03-16 00:43:43+00:00,Louis Vuitton
88,1636166317949452289,900851887867613185,Gucci Mane ft Justin Bieber - Love Thru The Computer (Clean),2023-03-16 00:43:43+00:00,GUCCI
89,1636166260546482176,4431628695,Check out this listing I just added to my #Poshmark closet: New original Chanel mini pouch with gold tone chain. https://t.co/cWs3jTqJwj #shopmycloset @poshmarkapp,2023-03-16 00:43:29+00:00,Chanel
90,1636166148579536896,1064144054,@f47k47 anyone wanna buy these louis vuitton bears i’m in need of money and in debt 💀,2023-03-16 00:43:02+00:00,Louis Vuitton
91,1636166122297872384,790635575946584064,Now Playing on Hip Hop Muzic Hub: I Get The Bag - by Gucci Mane feat. Migos #kmpd #pressplaybroadcast,2023-03-16 00:42:56+00:00,GUCCI
92,1636166119269728259,1609630765989646338,@kararesurrect @CryptowithAmber @EstellaRenee51 🤣😂🤣 well if that’s you with the jugs you Gucci then…can’t we all get along…all y’all are fine af,2023-03-16 00:42:55+00:00,GUCCI
93,1636166076324093952,1560788922153721857,@SadPostRayne @gwacu I have quite a few Gucci mags from @Dianexis and @LCultivated lol https://t.co/Qicj8P1XEb https://t.co/3vmZbxLvuY,2023-03-16 00:42:45+00:00,GUCCI
94,1636166042031476736,1351746078253723648,Had to order me 2 more christian dior lip gloss cause I believe someone nasty dick sucking ass daughter stole my shit!!!!😒😒,2023-03-16 00:42:37+00:00,Dior
95,1636166034892750853,1559008446195929089,@ElGringo360 @JeffYoungerTX Talking about US. America is still an underdeveloped nation with a Gucci belt. They’ve been hoodwinked by their politicians to think white people are special because it makes it easier to access their wallets. I’m simply calling out their hypocrisy.,2023-03-16 00:42:35+00:00,GUCCI
96,1636166006392475652,504548497,@BigTitsLoves Khanna Dior hands down!!!,2023-03-16 00:42:29+00:00,Dior
97,1636165981872484353,2925214507,"lrt makes me laugh especially bc hermes already got implants so she'd just be. like. ""ok that was fun you can have them back now""",2023-03-16 00:42:23+00:00,GUCCI
98,1636165940126666754,1635830491055095809,Chanel deedee Miyah special the best 4/4💯,2023-03-16 00:42:13+00:00,Chanel
99,1636165895046197251,587462523,@MariaBella444 The fact they went after Zendaya and not Louis Vuitton. Plus people don’t know if that’s the reason why law is “retiring”.,2023-03-16 00:42:02+00:00,Louis Vuitton
